"String ID","Source text","Translation","Context","Path","Filename"
"479","Four Wheel Steer","vierwielbesturing","car","","str-4w.wav"
"480","Mirror Steer","gespiegelde besturing","car","","str-mr.wav"
"481","Crab Steer","krabbesturing","car","","str-cr.wav"
"482","Motor armed","motor armed","soaretx","","motarm.wav"
"483","Power","power","soaretx","","power.wav"
"484","Speed","snelheid","soaretx","","speed.wav"
"485","Thermal","thermiek","soaretx","","therml.wav"
"486","Front wheel drive","voorwielaandrijving","car","","fwd.wav"
"487","Rear wheel drive","achterwielaandrijving","car","","rwd.wav"
"488","All wheel drive","vierwielaandrijving","car","","awd.wav"
"489","Throttle enabled","gas ingeschakeld","car","","thren.wav"
"490","Throttle disabled","gas uitgeschakeld","car","","thrdis.wav"
"491","Winch enabled","lier ingeschakeld","car","","wchen.wav"
"492","Winch disabled","lier uitgeschakeld","car","","wchdis.wav"
"493","Drift mode on","driftmodus aan","car","","drifon.wav"
"494","Drift mode off","driftmodus uit","car","","drifof.wav"
"495","Gyro enabled","gyro ingeschakeld","","","gyroon.wav"
"496","Gyro disabled","gyro uitgeschakeld","","","gyroof.wav"
"497","Launch control active","launch control actief","","","launch.wav"
"498","Wet mode enabled","regenmodus ingeschakeld","","","wetmde.wav"
"499","Max gyro","maximale gyro","","","maxgyr.wav"
"500","Max assistance","maximale assistentie","","","maxast.wav"
"501","Overheating","oververhitting","","","overht.wav"
"502","Motor overheating","motor oververhit","","","mothot.wav"
"503","Drift Mode Enabled","driftmodus ingeschakeld","","","drifen.wav"
"504","Drift Mode Disabled","driftmodus uitgeschakeld","","","drifdb.wav"
"505","Screenshot","schermafbeelding","","","screns.wav"
"506","Cell","cel","","","cell.wav"
"507","Transmitter Battery Low","zenderbatterij bijna leeg","","","txbatl.wav"
"508","Left","links","","","left.wav"
"509","Right","rechts","","","right.wav"
"510","Shift","schakelen","","","shift.wav"
"511","Stability Control On","stabiliteitscontrole aan","","","sbcton.wav"
"512","Stability Control Off","stabiliteitscontrole uit","","","sbctof.wav"
"513","Stability Control Enabled","stabiliteitscontrole ingeschakeld","","","sbcten.wav"
"514","Stability Control Disabled","stabiliteitscontrole uitgeschakeld","","","sbctdb.wav"
"515","Thermal Warning","temperatuurwaarschuwing","","","thmwrn.wav"
"516","Servo Overload","servo overbelast","","","srvovl.wav"
"517","BEC Overload","BEC overbelast","","","becovl.wav"
"518","Stability Control","stabiliteitscontrole","","","sbct.wav"
"519","Stability Control - Standard","stabiliteitscontrole standaard","","","sbctst.wav"
"520","Gyro","gyro","","","gyro.wav"
"521","Low","laag","","","low.wav"
"522","Medium","gemiddeld","","","medium.wav"
"523","High","hoog","","","high.wav"
"524","Standard","standaard","","","stanrd.wav"
"525","Bash Mode","bash modus","car","","bashmd.wav"
"526","Race Mode","race modus","car","","racemd.wav"
"527","Chill Mode","chill modus","car","","chilmd.wav"
"528","Trainer Mode","trainer modus","car","","trnmd.wav"
"529","Speed Mode","snelheidsmodus","car","","spdmd.wav"
"530","City Mode","stadsmodus","car","","citymd.wav"
"531","Cruise Mode","cruise modus","car","","crusmd.wav"
"532","Flaps Middle","flaps midden","plane","","flapmd.wav"
"533","Flaps Full","flaps volledig","plane","","flapfl.wav"
"534","Motor On","motor aan","","","moton.wav"
"535","Motor Off","motor uit","","","motoff.wav"
"536","Motor Idle","motor stationair","","","motidl.wav"
"537","Autorotation","autorotatie","heli","","autor.wav"
"538","Rescue On","rescue aan","","","reson.wav"
"539","High Temperature","hoge temperatuur","","","htemp.wav"
"540","High Vibration","sterke trillingen","","","hvibr.wav"
"541","Glow On","gloeiplug aan","","","glwon.wav"
"542","Glow Off","gloeiplug uit","","","glwoff.wav"
"543","Glow Activated","gloeiplug geactiveerd","","","glwact.wav"
"544","Glow Deactivated","gloeiplug gedeactiveerd","","","glwdea.wav"
"545","Track Mode","circuitmodus","Car","","trkmd.wav"
"546","Drag brake","sleeprem","Car","","dbrk.wav"
"547","Drag brake on","sleeprem aan","Car","","dbrkon.wav"
"548","Drag brake off","sleeprem uit","Car","","dbrkof.wav"
"549","Drag brake Low","sleeprem laag","Car","","dbrklw.wav"
"550","Drag brake Medium","sleeprem gemiddeld","Car","","dbrkmd.wav"
"551","Drag brake High","sleeprem hoog","Car","","dbrkhi.wav"
"552","Snapflap On","snapflap aan","Plane","","snapfon.wav"
"553","Snapflap Off","snapflap uit","Plane","","snapfof.wav"
"554","Snapflap Low","snapflap laag","Plane","","snapflo.wav"
"555","Snapflap High","snapflap hoog","Plane","","snapfhi.wav"
"556","Auto tune","auto tune","Plane","","autotun.wav"
"557","Auto level trim","automatische level trim","Plane","","alvltrim.wav"
"558","Servo auto trim","servo auto trim","Plane","","srvatrim.wav"
"559","open","open","","","open.wav"
"560","close","dicht","","","close.wav"
"561","locked","vergrendeld","","","locked.wav"
"562","unlocked","ontgrendeld","","","unlckd.wav"
"563","canopy","cockpitkap","","","canopy.wav"
"564","bind","binden","","","bind.wav"
"565","wings extending","vleugels uitklappen","","","vgext.wav"
"566","wings extended","vleugels uitgeklapt","","","vgextd.wav"
"567","wings folding","vleugels inklappen","","","vgfold.wav"
"568","wings folded","vleugels ingeklapt","","","vgfldd.wav"
